mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,label,filepath
-536.39056,64.74431,4.3457775,6.081045,7.576111,13.0408125,7.751091,4.1401095,1.2413182,1.8223642,5.5991764,3.731404,2.5489569,121.110634,75.81579,16.196184,10.307408,18.457832,16.034834,10.719789,7.2628756,6.459411,6.118233,9.984899,6.349289,4.8285594,up,C:\Projects\Audio_ML project\data\raw\up\95218ce8_nohash_0.wav
-583.9338,69.20891,4.4504704,19.556587,-3.3929687,13.646984,8.571026,7.4351716,7.8977113,11.8779125,11.421621,10.218934,1.6890925,143.9601,38.946873,40.69711,12.672434,28.659685,7.6139455,7.36859,12.715502,5.606441,8.35764,9.667459,7.3293447,12.494416,up,C:\Projects\Audio_ML project\data\raw\up\f9af0887_nohash_1.wav
-535.1511,62.951862,7.328787,17.309727,-12.222214,2.3987617,2.898606,-6.286985,-4.6722045,-2.4619398,-1.0830789,1.2137334,-3.0341148,211.52983,75.330734,18.190557,25.036266,29.523775,10.468348,12.876459,14.565096,7.1981187,9.325631,6.076193,6.6742873,6.9854193,stop,C:\Projects\Audio_ML project\data\raw\stop\229978fd_nohash_1.wav
-605.12244,76.85749,-3.2910035,16.672384,-27.217815,7.545979,-12.979052,5.3929276,-3.9191852,-3.028566,-3.3353176,-6.557631,-0.5933471,200.61743,73.119736,28.622087,27.777384,35.5296,13.61043,17.143799,10.963669,7.5728025,9.0144825,8.858952,9.402676,5.782875,no,C:\Projects\Audio_ML project\data\raw\no\09bcdc9d_nohash_0.wav
-675.20844,28.298634,-14.365707,-1.0647745,-12.714602,-2.812783,-3.94775,-2.85383,-0.2629439,2.6129847,0.860323,1.3222001,-3.7595062,235.37454,39.4875,22.991535,13.554588,21.850094,5.6399755,10.698511,8.475098,5.79473,6.705633,6.127626,5.8407416,7.298252,go,C:\Projects\Audio_ML project\data\raw\go\5efb758c_nohash_1.wav
-513.9438,101.25517,10.844668,-8.279221,-10.412719,24.280783,13.668185,15.233779,-5.5550256,10.518569,1.8007203,13.094192,2.3998625,100.829796,38.942024,18.460922,22.174297,19.40227,12.958909,7.7821736,7.949309,8.14412,7.312038,8.684057,12.050662,7.0929856,up,C:\Projects\Audio_ML project\data\raw\up\bd11c654_nohash_0.wav
-595.7337,66.37301,9.307867,8.282775,-19.416412,-1.0804709,-4.4236407,-13.099981,1.4230534,7.2181983,-5.877768,-0.48749122,-4.545942,200.30464,59.183586,13.606394,11.832464,28.101873,12.254398,8.99373,17.51324,7.052685,11.050681,11.044427,8.326143,8.101647,go,C:\Projects\Audio_ML project\data\raw\go\66774579_nohash_1.wav
-616.0811,31.733835,-19.850567,-1.5629414,-11.677219,0.7439889,-3.7917573,-2.8698704,-0.20970707,0.80820674,-6.712161,-5.192834,-3.194489,179.63164,55.6956,40.91138,7.8054724,23.818024,4.5459847,9.334199,6.069281,3.3617215,5.311938,12.092379,9.081241,6.2081194,up,C:\Projects\Audio_ML project\data\raw\up\5ba724a7_nohash_0.wav
-695.01984,33.131115,-12.3892975,8.605569,-9.144657,0.088240914,-7.6007113,0.7020552,0.5548234,-2.8457224,-3.0761352,-4.572799,-4.581526,204.18498,54.21118,27.55356,18.875055,19.834726,6.510178,14.588817,5.508723,8.709942,9.578083,8.141699,11.537495,9.606504,no,C:\Projects\Audio_ML project\data\raw\no\baf01c1f_nohash_0.wav
-404.5639,36.870216,3.5103362,28.216671,3.2395563,17.693558,-0.8762463,15.116288,0.5344119,16.189587,0.60962343,14.424366,0.37826896,19.900316,9.426841,13.757983,8.977223,6.9221196,9.6859045,7.814671,6.811648,6.9934225,6.833412,5.5018454,5.306705,5.5914807,yes,C:\Projects\Audio_ML project\data\raw\yes\05b2db80_nohash_1.wav
-776.1066,20.174675,0.2312834,5.800578,-4.818885,0.38328987,-0.59083885,-2.8434381,-3.726295,3.2451646,-2.809503,6.8589635,-4.7835894,225.65646,37.17569,21.845932,11.800904,13.744674,9.77324,7.2692876,10.724385,9.219458,8.42254,7.2072124,11.743208,11.5767145,go,C:\Projects\Audio_ML project\data\raw\go\5e1b34a6_nohash_0.wav
-651.3284,41.57185,-16.267052,-2.0304964,-10.662187,2.7925763,-1.8941464,-6.0413575,-1.4294142,-0.8857323,0.9139265,-6.031725,-4.954735,164.93414,70.72778,36.159405,8.733391,23.622992,6.9985447,5.8868012,13.70364,5.903398,4.997025,4.6327405,10.970046,8.843248,up,C:\Projects\Audio_ML project\data\raw\up\14775481_nohash_1.wav
-689.913,10.30572,7.2473755,12.12183,-2.1314,3.3001094,-9.515282,-0.16956405,2.4599352,0.8685007,-3.0444407,0.62668574,2.0406528,173.5355,44.776646,26.004776,20.55624,12.985965,15.362268,17.867945,7.331674,8.065414,4.344634,10.314421,6.1729503,7.12188,yes,C:\Projects\Audio_ML project\data\raw\yes\c6ee87a7_nohash_3.wav
-720.1172,139.76794,53.818302,49.56674,38.64811,38.365963,14.806147,24.695244,13.812581,15.665637,5.510441,12.127162,-0.5084718,23.479452,9.511605,8.09846,7.55603,7.741429,6.6398296,6.3698463,7.29387,5.2927165,5.1646547,5.5279827,5.8420324,6.0436935,stop,C:\Projects\Audio_ML project\data\raw\stop\1fd85ee4_nohash_0.wav
-534.75775,-4.320855,31.332357,12.687107,-7.2138567,-10.618587,-11.893915,3.3283644,-0.9245051,-5.977603,6.6300683,-1.6071792,-0.15018357,216.5489,51.395027,41.762688,27.898373,11.062472,17.251997,18.016182,14.140487,5.7020946,13.124514,8.142291,8.962001,4.6807804,yes,C:\Projects\Audio_ML project\data\raw\yes\b87bdb22_nohash_0.wav
-564.8988,63.895687,-13.268911,6.982977,-11.351424,-2.0326786,-8.471411,3.633373,-5.4954505,-6.0123854,-1.0535716,10.1213255,-4.610277,209.5065,80.60716,22.835829,12.977072,17.314941,7.315301,17.330532,6.8685083,9.377965,11.514214,6.969861,15.608951,7.484054,go,C:\Projects\Audio_ML project\data\raw\go\ce9410da_nohash_0.wav
-585.687,33.353737,7.0769095,23.969221,-1.8153037,-1.289536,-0.9387826,-2.6365016,0.5384797,3.0704439,-6.6841207,5.7491403,-4.809967,231.45471,64.288956,35.809147,36.157593,11.795008,17.546581,8.814282,11.401283,7.954979,9.418017,15.6528,11.05395,9.067149,yes,C:\Projects\Audio_ML project\data\raw\yes\f19c1390_nohash_4.wav
-917.197,38.45996,2.8473778,-3.2067208,4.0780888,3.7655988,7.74814,0.4691651,1.1711022,0.5154456,-4.68039,-4.075012,-6.396738,181.65343,59.064846,7.9587226,10.344783,8.970149,8.392722,11.840375,3.3729858,4.3617296,5.641162,7.6349506,9.327447,11.467467,up,C:\Projects\Audio_ML project\data\raw\up\dbb40d24_nohash_1.wav
-578.88306,40.172115,-0.6541902,27.83113,-19.814453,-4.6140604,2.63509,1.0642697,-11.060256,7.3830366,-5.0294137,1.6432323,-2.7225494,235.41745,49.442745,23.325447,34.581146,30.395105,10.153048,9.070505,6.447882,15.216165,11.380682,11.066712,6.4747,7.672227,no,C:\Projects\Audio_ML project\data\raw\no\e55a2b20_nohash_1.wav
-548.88257,33.62634,-1.1420859,0.66180074,-2.108482,-6.3958383,-3.726154,1.9070648,2.6738915,-4.6888,-7.0085654,4.1543503,-0.9480331,209.75931,45.691216,31.557379,29.078527,23.86847,9.594858,15.81874,8.693836,9.209808,7.205999,8.905191,8.056572,7.4025764,yes,C:\Projects\Audio_ML project\data\raw\yes\57cb3575_nohash_1.wav
-428.3439,105.48925,-7.145116,9.2198515,-6.612172,6.1637073,-5.4583163,4.1411257,1.7297674,10.639351,0.75169903,12.853309,-14.220336,61.97028,18.355713,11.399503,12.873379,12.964651,8.622952,7.697798,8.434973,7.0106344,6.2384205,6.764502,5.4135695,7.3507795,yes,C:\Projects\Audio_ML project\data\raw\yes\d107dc42_nohash_0.wav
-665.9905,9.094924,26.113913,18.154867,-12.287665,-1.2498302,-16.13941,6.153906,-15.665474,-0.3119485,-12.791825,3.1519082,-6.4495163,223.33133,63.050877,29.687958,28.759274,15.676441,13.881963,17.172935,10.582257,16.12789,9.652852,13.819986,7.974485,10.264518,yes,C:\Projects\Audio_ML project\data\raw\yes\01bb6a2a_nohash_2.wav
-536.40826,41.05974,2.4755394,26.601023,-12.194897,8.075398,-10.264878,-0.5820743,-2.5317538,6.398965,-8.9325,5.8215456,-9.900988,185.36443,68.49685,15.093955,33.34071,15.582871,20.149233,13.369634,12.704809,7.987566,11.707469,8.613704,7.3126783,11.825193,yes,C:\Projects\Audio_ML project\data\raw\yes\1b63157b_nohash_4.wav
-608.6254,29.922314,-12.914128,-6.979215,-7.2865157,-3.1173394,-4.2315054,2.1669056,-2.0539207,-2.5972476,-0.73670185,-7.62168,-7.8146634,185.20381,50.95721,24.194885,14.450424,17.483374,7.847923,8.298608,5.8505883,5.7264524,7.5002947,5.765125,13.128551,13.85942,up,C:\Projects\Audio_ML project\data\raw\up\1b755c65_nohash_0.wav
-607.6043,62.027615,26.625814,28.173922,2.7486842,15.466657,-3.2881496,17.953337,-3.1045814,11.300666,-7.870985,6.427832,-5.252951,82.403755,36.722725,30.480085,25.150808,27.416023,15.062985,13.402842,10.1951,11.594811,7.851345,10.459816,7.449821,6.846014,yes,C:\Projects\Audio_ML project\data\raw\yes\31e686d2_nohash_0.wav
-651.89264,30.305357,6.879004,33.801685,-14.629548,7.922153,-0.19450136,4.1234126,-2.1792192,1.5322694,-1.9038349,-2.7726803,-0.12814815,207.91084,38.06163,31.888264,42.243877,23.378117,16.88649,10.746538,17.344788,11.296843,8.760791,10.209089,11.447265,4.6839485,yes,C:\Projects\Audio_ML project\data\raw\yes\cae62f38_nohash_1.wav
-701.61206,121.73456,0.5658493,15.438438,-3.5215964,20.528343,-3.0805216,12.902279,-10.221733,-8.85608,-8.539313,-1.0612476,-5.217156,87.341034,40.546604,29.543516,17.565613,17.2558,13.555841,11.4565735,12.27195,15.079218,10.864611,9.1223545,8.955005,6.2212596,no,C:\Projects\Audio_ML project\data\raw\no\dca6b373_nohash_1.wav
-814.2085,25.442465,7.474006,12.91594,-6.875995,-0.7555502,1.4241388,1.0445536,0.41234994,2.617622,-3.7674992,5.0143385,-3.671854,248.94617,32.850395,22.782476,21.085005,20.89526,7.4010553,7.5315084,13.186743,10.25477,8.601575,8.305821,10.923938,9.077135,no,C:\Projects\Audio_ML project\data\raw\no\5e1b34a6_nohash_0.wav
-631.86017,38.8813,-0.7968859,1.6328894,-5.9618115,-4.0003715,0.27483127,-4.15558,-6.02994,-4.243712,0.23921008,1.4920248,-0.36053407,189.0292,63.78103,13.871289,5.9218965,12.394468,7.611759,13.4317875,8.47403,12.472779,8.550799,4.7480416,4.7560005,3.9435785,up,C:\Projects\Audio_ML project\data\raw\up\15c563d7_nohash_2.wav
-759.1019,92.34657,26.673344,26.123243,-1.794081,14.464244,8.907347,16.556293,-1.0775055,8.547278,-7.0300493,9.889535,-4.8234296,109.74894,32.098022,12.667437,13.641341,8.547167,9.697528,6.1046586,13.472686,6.813194,9.226375,5.4403486,6.060127,8.185194,no,C:\Projects\Audio_ML project\data\raw\no\f0edc767_nohash_0.wav
-567.64844,23.724098,2.6559947,10.24141,3.5408344,-5.37556,-15.507856,2.9746974,-7.281011,-3.068835,-3.383674,2.8184798,-2.2580173,178.25,50.50616,10.311386,19.260101,8.177394,12.582859,28.163105,8.108674,12.20315,6.6658945,8.550365,6.449793,5.2591257,yes,C:\Projects\Audio_ML project\data\raw\yes\9a7c1f83_nohash_2.wav
-449.9362,92.561325,19.083603,44.08433,18.870287,22.480707,12.133408,13.455124,3.6622877,20.200258,6.2984047,14.566094,9.570293,129.57787,39.200237,24.463242,20.296503,10.049881,18.428238,8.688969,17.5667,9.708527,11.121034,7.9907007,8.305776,9.390515,no,C:\Projects\Audio_ML project\data\raw\no\778a4a01_nohash_0.wav
-435.60855,43.930153,-7.5784545,23.215324,-8.453309,4.7323713,-7.965899,1.4625331,-1.3173048,3.1952262,-6.684133,5.3996897,-4.972522,223.17099,55.00865,25.482265,33.622917,11.740082,18.62078,15.819194,7.405586,7.915529,10.897527,10.114906,9.420156,9.310569,yes,C:\Projects\Audio_ML project\data\raw\yes\28460a60_nohash_2.wav
-728.2645,54.150394,5.343563,2.186042,-12.650349,10.5499735,-12.83247,8.960616,-0.7733163,11.476546,-7.8402624,9.595926,-7.616946,191.9014,68.01095,19.299635,19.160223,20.439287,12.292798,16.477234,10.956046,9.1438,11.168125,14.363274,15.120322,8.314972,stop,C:\Projects\Audio_ML project\data\raw\stop\1a6eca98_nohash_0.wav
-625.46783,19.700193,1.5179534,31.303892,-12.176673,22.258623,-5.4956193,17.427639,-1.1275903,11.341042,-1.8178245,12.203668,1.6063765,180.28734,44.182686,28.996864,34.12621,18.950695,19.46009,14.506023,12.966515,10.835377,15.926394,6.399106,9.321046,9.3613,yes,C:\Projects\Audio_ML project\data\raw\yes\d84829e0_nohash_1.wav
-638.98883,43.77622,-5.8822994,-1.4212564,-11.343016,-0.970948,1.3122547,-2.199,-0.4215805,-1.8316486,1.965784,7.694284,-6.526726,182.0838,75.80067,18.851604,8.276899,21.256586,3.4397845,4.283988,4.4685698,3.3486302,6.885074,6.7039866,14.157321,12.801782,up,C:\Projects\Audio_ML project\data\raw\up\f19c1390_nohash_4.wav
-660.97955,65.035515,-15.375059,-0.8823573,7.030504,6.6157355,-1.42958,9.492395,-8.862017,8.109797,-2.8644116,0.6031824,1.3453122,188.7557,70.17507,35.620125,15.888604,24.16313,11.030701,11.881133,11.496492,11.105416,9.513913,7.8433805,7.3737354,5.153839,stop,C:\Projects\Audio_ML project\data\raw\stop\ab5ae445_nohash_1.wav
-605.9802,66.335785,6.403084,12.746287,-17.80755,-3.969911,-4.444968,-5.7909517,-4.897154,1.8822179,-3.7897902,0.04895271,-1.9235945,177.80585,85.19554,17.313278,20.816563,26.578247,10.271086,11.255029,11.34383,11.4398365,5.0897064,7.3760104,7.037083,6.112397,go,C:\Projects\Audio_ML project\data\raw\go\44dad20e_nohash_2.wav
-593.5942,49.891678,-2.634539,-9.224416,-10.498699,2.2551157,6.8146,3.5451205,1.6130656,1.5880878,2.8713384,3.4500673,-2.0648353,147.86876,80.42018,19.452795,15.791344,17.970867,7.124541,11.651284,6.8791757,4.729191,6.863729,6.788454,7.374374,7.9231153,up,C:\Projects\Audio_ML project\data\raw\up\d0faf7e4_nohash_4.wav
-651.5827,29.863232,9.066933,15.899854,0.90264237,4.0979953,-6.4082437,6.668548,-1.3773794,6.931632,-5.407694,2.7382643,0.595237,195.39786,58.964466,27.083822,24.40991,6.582384,13.770343,11.180219,10.735783,5.8481565,9.948859,10.675739,7.1146073,7.6833267,yes,C:\Projects\Audio_ML project\data\raw\yes\da8fa823_nohash_0.wav
-628.1428,38.56701,-10.290353,9.333915,-1.4115667,-2.6182969,-12.348464,2.7342532,-7.345994,4.6800566,-1.77533,-8.271284,0.50768703,194.03992,69.172516,40.890137,39.95179,9.187087,17.257223,18.352873,11.595883,10.672351,14.182707,10.531525,14.686717,8.831965,yes,C:\Projects\Audio_ML project\data\raw\yes\6f2f57c1_nohash_3.wav
-619.4479,95.149475,6.4339685,16.129435,0.8007015,17.141102,1.9125875,5.9063387,-1.9350117,9.9414215,6.842077,8.408083,0.37075454,140.45222,54.694744,17.685064,13.765004,22.288282,10.508097,5.6303177,8.280415,6.746223,7.4804606,9.96878,7.3054595,7.7936344,up,C:\Projects\Audio_ML project\data\raw\up\6ac35824_nohash_0.wav
-776.16364,47.63958,-8.107419,7.767332,-10.880636,-10.476751,-1.6013235,-3.6224718,-3.8818662,-1.2721434,-5.2067404,-3.8163874,-0.19485283,147.94162,71.49244,39.93184,19.444471,19.848722,18.444841,6.2599034,12.138689,10.164747,5.364887,9.521668,8.000529,4.292058,yes,C:\Projects\Audio_ML project\data\raw\yes\81dc4a94_nohash_0.wav
-456.2963,66.675125,-26.30458,20.857798,-13.696995,7.288304,6.6098547,2.1730697,-4.7613273,15.359999,-2.5644577,1.1974708,-7.7167525,217.59448,68.751274,34.097946,26.240765,15.834273,17.097252,10.441523,7.9376593,8.9164505,15.925102,8.987857,8.119882,11.846985,stop,C:\Projects\Audio_ML project\data\raw\stop\68dd409e_nohash_0.wav
-491.88937,136.38004,-3.9584353,22.895891,17.720007,8.361932,-7.4711876,2.062469,-13.833287,6.626767,-1.3242328,-2.3370383,-6.3418536,58.824486,25.617037,15.079861,11.669847,11.55954,11.5636215,15.69716,9.685932,8.94495,9.812141,7.705878,7.687385,6.5822983,go,C:\Projects\Audio_ML project\data\raw\go\ea1f888c_nohash_0.wav
-676.03595,76.13784,0.61805123,10.810124,-5.987627,-0.517348,0.1418104,-1.321878,-3.4263241,-0.11581911,-0.7895275,5.142628,-3.8926363,194.50198,84.11025,14.930148,14.928479,14.720107,6.783608,5.367351,9.430769,8.739056,11.194564,6.3797493,11.9249735,7.9181247,go,C:\Projects\Audio_ML project\data\raw\go\8dd24423_nohash_1.wav
-517.41675,75.93626,-3.2019155,9.90739,1.4350532,1.0646445,-27.96854,-12.414107,-12.335334,-2.0600238,-6.317229,11.018787,-1.6873689,112.051895,56.581165,24.862331,23.69489,20.38393,13.728668,24.823156,17.096388,18.591526,8.032028,14.851275,16.290165,6.1633787,go,C:\Projects\Audio_ML project\data\raw\go\7195ffa6_nohash_0.wav
-610.09607,45.659843,-11.759208,-3.7458327,-20.194998,7.549606,-11.78177,10.243281,-13.068549,4.4315505,0.9324881,4.891019,-7.2689695,229.92824,72.58614,25.721794,10.692166,25.015583,10.426862,16.832714,14.433534,17.137888,6.6889253,6.2444572,9.627096,11.812101,stop,C:\Projects\Audio_ML project\data\raw\stop\ce9410da_nohash_0.wav
